35.677165,139.762046
35.649227,139.773673
35.672966,139.756197
35.666513,139.764106
35.664386,139.766588
35.664186,139.767375
35.655133,139.771215
35.65744,139.770094
35.668559,139.765523
35.669962,139.764678
35.665514,139.766326
35.663452,139.766733
35.669224,139.764101
35.671281,139.763486
35.672107,139.763166
35.671911,139.763356
35.669246,139.763888
35.670631,139.764309
35.670747,139.764318
35.667003,139.765445
35.672242,139.763355
35.66696,139.765183
35.666394,139.765194
35.667208,139.764432
35.662807,139.764513
35.662111,139.76433
35.665884,139.761647
35.666245,139.761418
35.667147,139.760641
35.659178,139.766497
35.659376,139.766705
35.667517,139.761787
35.668994,139.760987
35.667669,139.762278
35.66969,139.759646
35.664972,139.763575
35.666365,139.76337
35.667923,139.760854
35.667883,139.760612
35.668344,139.760712
35.665684,139.762591
35.659627,139.767326
35.659426,139.766942
35.672086,139.760628
35.673977,139.759657
35.67442,139.7593
35.674981,139.759159
35.675001,139.760028
35.673575,139.757823
35.674482,139.760638
35.673955,139.760781
35.673641,139.760276
35.675331,139.760726
35.672973,139.759022
35.672695,139.758287
35.673279,139.758483
35.672998,139.759503
35.670417,139.760238
35.67214,139.75898
35.672295,139.758669
35.671606,139.760343
35.67191,139.758538
35.669839,139.761652
35.669364,139.762262
35.668927,139.761906
35.671128,139.760787
35.434015,133.335263
35.433144,133.334244
35.431738,133.334961
35.43165,133.336166
35.432593,133.337234
35.433869,133.336341
35.434543,133.33716
35.434744,133.33648
35.434654,133.333434
35.433328,133.333404
35.433387,133.333012
35.434964,133.334625
35.431469,133.329779
35.43071,133.329038
35.431215,133.327846
35.432693,133.328398
35.432595,133.329787
35.433129,133.327572
35.432339,133.326372
35.433555,133.327631
35.429615,133.332531
35.429185,133.33043
35.428322,133.3306
35.427647,133.331387
35.427592,133.332872
35.427921,133.334101
35.42905,133.335491
35.429514,133.335564
35.429617,133.333667
35.426671,133.330277
35.426377,133.332204
35.425063,133.332011
35.428827,133.337438
35.426821,133.334139
35.42733,133.32892
35.427715,133.326184
35.431111,133.32436
35.434429,133.323813
35.436062,133.324187
35.438687,133.325304
35.441704,133.329054
35.439922,133.328017
35.439991,133.331279
35.440964,133.334346
35.439759,133.334644
35.439365,133.337143
35.44059,133.337873
35.437507,133.340544
35.439874,133.342277
35.435943,133.34314
35.432157,133.342227
35.427792,133.339157
35.425722,133.33711
35.431417,133.338208
35.43696,133.337768
35.435423,133.337067
35.436211,133.33606
35.43563,133.332946
35.434084,133.329349
35.436628,133.332884
35.434592,133.326238
35.437179,133.327081
35.434594,133.325975
35.433175,133.325613
35.428231,133.328234
35.427637,133.32851
35.425684,133.330025
35.424037,133.323137
35.424862,133.326159
35.42498,133.330266
35.424242,133.334677
35.422583,133.337411
35.41896,133.332523
35.419396,133.328658
35.432755,133.33603
35.431619,133.328789
35.43924,133.337392
35.434739,133.338407
35.431127,133.339111
35.431418,133.340163
35.43177,133.341086
35.423258,133.326555
35.422867,133.330184
35.422584,133.333923
35.423888,133.327272
35.424164,133.331871
35.42404,133.33353
35.423858,133.333941
35.424068,133.332378
35.423166,133.327908
35.423977,133.333314
35.423439,133.333081
35.438389,133.340377
35.44261,133.34105
35.44274,133.336278
35.437263,133.322232
35.438051,133.324409
35.43982,133.322327
35.441346,133.326173
35.441694,133.324346
35.443406,133.328615
35.442218,133.331059
35.443361,133.329935
35.444157,133.332202
35.441903,133.336361
35.430262,133.331595
35.430601,133.330977
35.430575,133.330703
35.43129,133.350315
35.432603,133.347499
35.432997,133.34833
35.431971,133.347676
35.429874,133.345931
35.429607,133.348251
35.427756,133.346015
35.429373,133.3503
35.430804,133.34822
35.430419,133.346779
35.427938,133.341278
35.429056,133.34528
35.42879,133.345732
35.427028,133.349948
35.430394,133.352265
35.430839,133.351473
35.434604,133.349539
35.434111,133.34488
35.434559,133.346848
